pygame 2.3.0 (SDL 2.24.2, Python 3.11.2)
Hello from the pygame community. https://www.pygame.org/contribute.html
1 61.0 16.4
2 60.7 16.5
3 60.6 16.5
4 60.5 16.5
5 60.5 16.5
6 60.3 16.6
7 60.2 16.6
8 60.0 16.7
9 59.7 16.8
10 59.3 16.9
11 59.3 16.9
12 59.4 16.8
13 59.3 16.9
14 59.2 16.9
15 59.0 16.9
16 58.9 17.0
17 58.6 17.1
18 58.5 17.1
19 58.4 17.1
20 58.4 17.1
21 58.4 17.1
22 58.4 17.1
23 58.4 17.1
24 58.3 17.2
25 58.3 17.2
26 58.3 17.2
27 58.3 17.2
28 58.2 17.2
29 58.1 17.2
30 58.0 17.2
31 58.0 17.2
32 58.0 17.2
33 58.0 17.2
34 58.0 17.2
35 58.0 17.2
36 58.0 17.2
37 58.0 17.2
38 58.0 17.2
39 58.0 17.2
40 57.9 17.3
41 57.9 17.3
42 57.9 17.3
43 57.9 17.3
44 57.9 17.3
45 57.9 17.3
46 57.9 17.3
47 57.9 17.3
48 57.9 17.3
49 57.9 17.3
50 57.9 17.3
51 57.9 17.3
52 57.9 17.3
53 57.9 17.3
54 57.9 17.3
55 57.9 17.3
56 57.9 17.3
57 57.9 17.3
58 58.0 17.2
59 58.0 17.2
60 58.0 17.2
61 58.0 17.2
62 58.0 17.2
63 58.0 17.2
64 58.0 17.2
65 58.0 17.2
66 58.0 17.2
67 58.0 17.2
68 58.0 17.2
69 58.0 17.2
70 58.0 17.2
71 58.0 17.2
72 58.0 17.2
73 58.0 17.2
74 58.0 17.2
75 58.0 17.2
76 58.0 17.2
77 58.0 17.2
78 58.0 17.2
79 58.0 17.2
80 58.0 17.2
81 58.0 17.2
82 58.0 17.2
83 58.0 17.2
84 58.0 17.2
85 58.0 17.2
86 58.0 17.2
87 58.0 17.2
88 58.0 17.2
89 58.0 17.2
90 58.0 17.2
91 58.0 17.2
92 58.0 17.2
93 58.0 17.2
94 58.0 17.2
95 58.0 17.2
96 58.0 17.2
97 58.0 17.2
98 58.0 17.2
99 58.0 17.2
100 58.0 17.2
101 58.0 17.2
102 58.0 17.2
103 58.0 17.2
104 58.0 17.2
105 58.0 17.2
106 58.0 17.2
107 58.0 17.2
108 58.0 17.2
109 58.0 17.2
110 58.0 17.2
111 58.0 17.2
112 58.0 17.2
113 58.0 17.2
114 58.0 17.2
115 58.0 17.2
116 58.0 17.2
117 58.0 17.2
118 58.0 17.2
119 58.0 17.2
120 58.0 17.2
121 58.0 17.2
122 58.0 17.2
123 58.0 17.2
124 58.0 17.2
125 58.0 17.2
126 58.0 17.2
127 58.0 17.2
128 58.0 17.2
129 58.0 17.2
130 58.0 17.2
131 58.0 17.2
132 58.0 17.2
133 58.0 17.2
134 58.0 17.2
135 58.0 17.2
136 58.0 17.2
137 58.0 17.2
138 58.0 17.2
139 58.0 17.2
140 58.0 17.2
141 58.0 17.2
142 58.0 17.2
143 58.0 17.2
144 58.0 17.2
145 58.0 17.2
146 58.0 17.2
147 58.0 17.2
148 58.0 17.2
149 58.0 17.2
150 58.0 17.2
151 58.0 17.2
152 58.0 17.2
153 58.0 17.2
154 58.0 17.2
155 58.1 17.2
156 58.1 17.2
157 58.1 17.2
158 58.1 17.2
159 58.1 17.2
160 58.1 17.2
161 58.1 17.2
162 58.1 17.2
163 58.1 17.2
164 58.1 17.2
165 58.1 17.2
166 58.1 17.2
167 58.1 17.2
168 58.1 17.2
169 58.1 17.2
170 58.1 17.2
171 58.1 17.2
172 58.1 17.2
173 58.1 17.2
174 58.1 17.2
175 58.1 17.2
176 58.2 17.2
177 58.2 17.2
178 58.2 17.2
179 58.1 17.2
180 58.1 17.2
181 58.1 17.2
182 58.1 17.2
183 58.1 17.2
184 58.1 17.2
185 58.0 17.2
186 58.1 17.2
187 58.1 17.2
188 58.1 17.2
189 58.1 17.2
190 58.1 17.2
191 58.0 17.2
192 58.0 17.2
193 58.0 17.2
194 58.0 17.2
195 58.0 17.2
196 58.0 17.2
197 58.0 17.2
198 58.0 17.2
199 58.0 17.2
200 58.0 17.2
201 58.0 17.2
202 57.8 17.3
203 57.8 17.3
204 57.8 17.3
205 57.7 17.3
206 57.7 17.3
207 57.7 17.3
208 57.7 17.3
209 57.7 17.3
210 57.5 17.4
211 57.5 17.4
212 57.3 17.5
213 57.2 17.5
214 57.1 17.5
215 57.0 17.5
216 56.9 17.6
217 56.8 17.6
218 56.8 17.6
219 56.7 17.6
220 56.6 17.7
221 56.5 17.7
222 56.5 17.7
223 56.4 17.7
224 56.4 17.7
225 56.4 17.7
226 56.3 17.8
227 56.2 17.8
228 55.8 17.9
229 55.8 17.9
230 55.8 17.9
231 55.7 18.0
232 55.6 18.0
233 55.4 18.1
234 55.2 18.1
235 55.2 18.1
236 55.2 18.1
237 55.2 18.1
238 55.2 18.1
239 55.2 18.1
240 55.2 18.1
241 55.0 18.2
242 55.1 18.1
243 55.1 18.1
244 55.1 18.1
245 55.1 18.1
246 55.1 18.1
247 55.0 18.2
248 55.0 18.2
249 54.9 18.2
250 54.9 18.2
251 54.9 18.2
252 54.9 18.2
253 54.9 18.2
254 54.9 18.2
255 54.9 18.2
256 54.8 18.2
257 54.7 18.3
258 54.6 18.3
259 54.7 18.3
260 54.7 18.3
261 54.5 18.3
262 54.4 18.4
263 54.1 18.5
264 54.0 18.5
265 54.0 18.5
266 54.0 18.5
267 54.0 18.5
268 54.0 18.5
269 54.0 18.5
270 54.0 18.5
271 54.0 18.5
272 54.0 18.5
273 54.0 18.5
274 54.0 18.5
275 54.0 18.5
276 54.0 18.5
277 54.0 18.5
278 54.1 18.5
279 54.2 18.5
280 54.2 18.5
281 54.2 18.5
282 54.2 18.5
283 54.2 18.5
284 54.3 18.4
